Customer_ID,Gender,Age,City,Product_Category,Product_ID,Price,Quantity,Purchase_Date,Payment_Method,Browsing_Time_mins,Cart_Abandonment_Flag,Discount_Applied,Loyalty_Points_Earned
CUST1663,Female,27,Mumbai,Home Decor,PROD390,1563.21,2,2023-10-26,UPI,24.49,0,0.58,256
CUST1664,Female,23,Bangalore,Accessories,PROD573,4651.32,3,2023-03-21,Cash on Delivery,42.5,0,0.22,342
CUST1665,Female,49,Chennai,Beauty,PROD686,1032.92,2,2023-10-09,Net Banking,9.39,0,33.92,300
CUST1666,Male,60,Chennai,Beauty,PROD943,660.28,1,2023-07-01,Debit Card,58.25,0,18.78,10
CUST1667,Male,20,Bangalore,Accessories,PROD742,3945.5,5,2023-02-17,Credit Card,26.25,0,26.12,152
CUST1668,Male,51,Delhi,Apparel,PROD795,2540.23,5,2023-05-09,Cash on Delivery,38.21,0,41.07,105
CUST1669,Female,20,Mumbai,Accessories,PROD581,1457.89,1,2023-10-06,Debit Card,44.89,0,25.38,340
CUST1670,Female,32,Chennai,Footwear,PROD707,1975.39,5,2023-12-26,Credit Card,41.76,0,44.06,142
CUST1671,Female,59,Hyderabad,Footwear,PROD694,695.05,3,2023-06-11,Credit Card,55.81,0,32.0,463
CUST1672,Male,26,Hyderabad,Apparel,PROD211,4185.6,2,2023-11-22,Cash on Delivery,43.35,0,17.82,363
CUST1673,Male,47,Hyderabad,Accessories,PROD672,3432.93,4,2023-07-25,Credit Card,21.2,0,30.77,110
CUST1674,Female,23,Hyderabad,Accessories,PROD794,3882.3,1,2023-01-11,UPI,57.76,1,7.21,44
CUST1675,Male,50,Delhi,Footwear,PROD141,4954.65,2,2023-05-06,Credit Card,44.62,1,17.49,328
CUST1676,Female,60,Hyderabad,Apparel,PROD438,2840.18,2,2023-07-22,UPI,47.18,1,18.74,331
CUST1677,Female,21,Bangalore,Beauty,PROD639,1217.9,3,2023-11-21,Debit Card,46.49,0,17.1,347
CUST1678,Male,44,Mumbai,Home Decor,PROD629,3402.96,3,2023-09-24,Credit Card,48.36,0,21.24,370
CUST1679,Female,48,Hyderabad,Apparel,PROD229,767.67,2,2023-01-13,UPI,46.22,0,40.68,269
CUST1680,Male,57,Delhi,Home Decor,PROD679,1661.54,5,2023-12-02,Cash on Delivery,9.03,0,42.54,329
CUST1681,Female,44,Delhi,Home Decor,PROD157,2798.02,4,2023-07-08,Cash on Delivery,13.62,1,12.92,429
CUST1682,Female,33,Delhi,Accessories,PROD101,1288.27,4,2023-09-16,Debit Card,58.01,0,29.78,261
CUST1683,Female,44,Bangalore,Home Decor,PROD725,942.45,5,2023-10-09,UPI,46.58,1,49.59,52
CUST1684,Female,23,Delhi,Home Decor,PROD444,1372.67,3,2023-01-17,Cash on Delivery,35.28,1,17.2,62
CUST1685,Female,44,Chennai,Beauty,PROD871,993.55,1,2023-02-26,Cash on Delivery,40.88,1,27.72,21
CUST1686,Male,55,Bangalore,Accessories,PROD985,3157.35,1,2023-12-19,Credit Card,12.18,0,6.67,464
CUST1687,Male,37,Mumbai,Footwear,PROD587,2742.45,4,2023-04-18,Credit Card,43.74,1,13.77,311
CUST1688,Female,33,Delhi,Beauty,PROD375,2464.98,3,2023-11-21,Debit Card,55.87,0,21.98,488
CUST1689,Male,43,Mumbai,Apparel,PROD880,4489.86,4,2023-12-08,Debit Card,39.56,1,30.64,203
CUST1690,Male,41,Chennai,Home Decor,PROD205,2435.38,4,2023-02-22,Debit Card,32.44,1,19.53,266
CUST1691,Male,49,Chennai,Apparel,PROD150,3762.96,1,2023-12-29,Net Banking,23.64,1,35.39,500
CUST1692,Male,42,Hyderabad,Footwear,PROD371,2456.9,4,2023-03-29,Cash on Delivery,33.64,0,37.02,292
CUST1693,Male,44,Hyderabad,Footwear,PROD322,1491.9,3,2023-01-24,Cash on Delivery,43.87,1,23.72,336
CUST1694,Female,39,Mumbai,Home Decor,PROD691,791.25,3,2023-03-13,Cash on Delivery,21.87,0,35.43,289
CUST1695,Female,59,Delhi,Footwear,PROD922,571.13,4,2023-06-05,Credit Card,22.46,1,41.79,164
CUST1696,Female,55,Bangalore,Footwear,PROD609,2392.63,4,2023-03-03,Net Banking,21.26,1,6.39,212
CUST1697,Female,55,Bangalore,Accessories,PROD489,1364.99,1,2023-07-09,Debit Card,19.69,0,29.82,37
CUST1698,Female,47,Hyderabad,Apparel,PROD197,928.59,5,2023-05-28,Net Banking,13.49,1,18.48,348
CUST1699,Female,59,Delhi,Accessories,PROD164,4880.19,4,2023-08-10,Cash on Delivery,44.97,1,14.11,325
CUST1700,Male,44,Delhi,Beauty,PROD861,1369.2,1,2023-01-21,Credit Card,24.31,0,49.75,286
CUST1701,Male,55,Hyderabad,Home Decor,PROD373,3340.49,1,2023-04-14,UPI,7.13,0,32.82,123
CUST1702,Female,28,Mumbai,Accessories,PROD129,1562.42,5,2023-07-24,Cash on Delivery,43.54,1,21.08,400
CUST1703,Female,44,Delhi,Beauty,PROD494,4781.89,3,2023-04-09,Credit Card,23.68,0,23.27,500
CUST1704,Male,33,Chennai,Apparel,PROD682,3758.85,1,2023-08-06,UPI,29.05,1,26.81,99
CUST1705,Male,18,Mumbai,Beauty,PROD632,4815.46,1,2023-04-17,Cash on Delivery,17.52,0,19.26,351
CUST1706,Female,34,Bangalore,Beauty,PROD195,1864.16,2,2023-09-29,Cash on Delivery,25.52,1,19.84,70
CUST1707,Male,39,Bangalore,Beauty,PROD720,4748.69,3,2023-08-19,Debit Card,23.01,1,7.98,268
CUST1708,Male,54,Mumbai,Accessories,PROD316,2919.71,4,2023-10-24,Cash on Delivery,48.47,0,28.59,493
CUST1709,Male,41,Mumbai,Footwear,PROD768,2990.78,3,2023-08-15,Debit Card,4.05,1,20.04,368
CUST1710,Male,55,Bangalore,Apparel,PROD420,4756.96,2,2023-04-30,Credit Card,21.41,0,35.53,406
CUST1711,Female,25,Delhi,Accessories,PROD266,3768.11,4,2023-05-26,Net Banking,32.77,1,4.19,318
CUST1712,Female,37,Chennai,Accessories,PROD794,4718.56,5,2023-01-16,Cash on Delivery,25.04,0,42.93,192
CUST1713,Male,18,Chennai,Accessories,PROD243,1265.48,3,2023-11-12,UPI,35.22,0,14.91,498
CUST1714,Male,53,Hyderabad,Apparel,PROD475,3544.7,1,2023-11-01,Debit Card,14.89,1,44.36,231
CUST1715,Female,52,Chennai,Accessories,PROD237,4783.92,4,2023-07-17,Cash on Delivery,59.1,1,8.15,311
CUST1716,Male,40,Chennai,Footwear,PROD309,4784.03,2,2023-08-23,Net Banking,13.33,0,39.32,84
CUST1717,Female,55,Hyderabad,Home Decor,PROD200,542.83,4,2023-02-02,Net Banking,15.67,0,37.9,55
CUST1718,Male,60,Bangalore,Accessories,PROD758,1395.27,2,2023-02-09,UPI,38.06,0,37.07,178
CUST1719,Female,52,Bangalore,Beauty,PROD332,4611.13,5,2023-01-27,Cash on Delivery,41.44,0,48.95,9
CUST1720,Male,51,Chennai,Beauty,PROD485,1211.36,1,2023-03-26,Credit Card,45.53,1,22.5,368
CUST1721,Male,22,Bangalore,Beauty,PROD307,2438.49,4,2023-08-13,Cash on Delivery,22.38,0,24.94,72
CUST1722,Female,27,Mumbai,Accessories,PROD589,1900.91,5,2023-07-20,Credit Card,42.37,1,0.33,465
CUST1723,Female,25,Bangalore,Home Decor,PROD603,3493.16,4,2023-07-13,UPI,48.56,1,20.43,461
CUST1724,Male,54,Chennai,Accessories,PROD930,4561.98,3,2023-06-26,Debit Card,6.91,0,9.15,21
CUST1725,Male,33,Bangalore,Accessories,PROD974,3183.09,2,2023-05-27,Debit Card,27.21,1,48.58,492
CUST1726,Female,41,Mumbai,Home Decor,PROD473,4589.43,2,2023-07-03,Cash on Delivery,43.34,0,28.85,438
CUST1727,Male,38,Delhi,Apparel,PROD478,3728.18,4,2023-08-09,Net Banking,20.89,1,2.87,393
CUST1728,Female,25,Delhi,Accessories,PROD472,2160.53,4,2023-07-23,Credit Card,27.58,0,46.03,268
CUST1729,Female,32,Bangalore,Accessories,PROD473,4820.95,5,2023-03-28,Net Banking,24.62,1,2.96,28
CUST1730,Female,34,Hyderabad,Home Decor,PROD936,4564.57,2,2023-12-04,Cash on Delivery,37.3,1,13.87,191
CUST1731,Male,41,Chennai,Beauty,PROD979,4528.34,3,2023-01-21,Credit Card,47.0,0,8.75,421
CUST1732,Female,28,Bangalore,Home Decor,PROD388,1805.96,2,2023-04-12,Debit Card,8.87,1,5.85,330
CUST1733,Female,37,Delhi,Beauty,PROD476,4352.55,5,2023-01-09,Debit Card,27.58,1,41.78,21
CUST1734,Female,28,Hyderabad,Apparel,PROD169,1814.38,2,2023-06-19,Net Banking,23.35,1,49.64,53
CUST1735,Female,49,Mumbai,Beauty,PROD653,3497.37,5,2023-05-13,Cash on Delivery,11.76,0,37.04,16
CUST1736,Male,50,Mumbai,Home Decor,PROD444,4045.46,3,2023-11-09,Net Banking,52.3,0,35.38,203
CUST1737,Male,60,Bangalore,Beauty,PROD265,2809.72,3,2023-08-12,UPI,27.86,0,29.85,415
CUST1738,Male,37,Bangalore,Footwear,PROD906,756.75,3,2023-12-03,Debit Card,4.94,0,44.22,465
CUST1739,Female,39,Bangalore,Apparel,PROD176,2415.9,2,2023-03-14,Cash on Delivery,55.01,1,24.46,11
CUST1740,Male,24,Bangalore,Home Decor,PROD743,3848.59,4,2023-02-15,Cash on Delivery,44.43,1,40.39,30
CUST1741,Female,49,Chennai,Home Decor,PROD892,4347.18,2,2023-09-06,Credit Card,30.49,0,9.73,422
CUST1742,Male,28,Bangalore,Accessories,PROD992,4134.06,3,2023-10-27,Net Banking,22.21,0,15.69,459
CUST1743,Female,35,Delhi,Home Decor,PROD445,2060.25,4,2023-08-08,Credit Card,21.51,0,48.72,33
CUST1744,Male,54,Mumbai,Accessories,PROD690,2656.26,1,2023-07-17,Net Banking,35.08,0,48.35,170
CUST1745,Female,32,Chennai,Accessories,PROD725,1741.22,4,2023-10-12,Debit Card,18.91,0,24.46,98
CUST1746,Male,31,Chennai,Apparel,PROD328,808.9,5,2023-05-13,UPI,6.13,1,38.17,351
CUST1747,Male,34,Chennai,Accessories,PROD695,4692.02,4,2023-04-04,Net Banking,2.04,1,10.71,196
CUST1748,Female,41,Hyderabad,Accessories,PROD438,2862.76,2,2023-05-15,UPI,49.2,0,0.57,395
CUST1749,Male,49,Mumbai,Apparel,PROD676,3914.27,5,2023-01-11,Debit Card,53.4,0,4.93,314
CUST1750,Male,45,Bangalore,Accessories,PROD130,650.49,3,2023-07-13,Cash on Delivery,50.19,0,0.41,367
CUST1751,Female,41,Bangalore,Apparel,PROD297,4769.25,2,2023-07-01,Cash on Delivery,31.1,0,24.93,39
CUST1752,Male,23,Hyderabad,Footwear,PROD403,4448.71,2,2023-01-18,UPI,29.84,0,7.76,434
CUST1753,Male,49,Hyderabad,Apparel,PROD360,3184.05,4,2023-10-21,Debit Card,39.88,0,38.75,216
CUST1754,Male,46,Chennai,Apparel,PROD785,1761.65,1,2023-01-30,Net Banking,8.35,1,12.8,97
CUST1755,Female,18,Chennai,Footwear,PROD562,769.57,1,2023-03-10,Net Banking,32.64,1,27.16,10
CUST1756,Female,26,Chennai,Accessories,PROD119,2643.49,1,2023-05-23,Credit Card,6.98,0,43.72,461
CUST1757,Female,23,Bangalore,Home Decor,PROD372,783.79,4,2023-01-12,Credit Card,15.95,1,11.69,17
CUST1758,Male,49,Delhi,Accessories,PROD138,820.46,4,2023-03-09,Debit Card,57.76,0,39.48,372
CUST1759,Female,46,Hyderabad,Footwear,PROD696,4658.39,4,2023-04-25,Net Banking,50.26,1,32.85,448
CUST1760,Male,42,Mumbai,Apparel,PROD744,2594.59,3,2023-01-19,Debit Card,8.92,1,16.82,185
CUST1761,Male,23,Delhi,Home Decor,PROD441,2954.76,3,2023-01-07,Credit Card,52.69,0,25.82,170
CUST1762,Female,18,Bangalore,Footwear,PROD100,3416.33,5,2023-12-11,UPI,46.48,1,39.77,54
CUST1763,Male,49,Delhi,Accessories,PROD180,3571.71,4,2023-05-27,Credit Card,14.37,1,49.15,40
CUST1764,Female,39,Mumbai,Footwear,PROD795,4114.92,3,2023-04-29,Credit Card,4.92,1,12.96,97
CUST1765,Male,43,Hyderabad,Footwear,PROD861,2051.77,3,2023-09-22,Cash on Delivery,9.45,0,39.55,434
CUST1766,Male,38,Mumbai,Apparel,PROD459,4361.24,3,2023-11-24,Cash on Delivery,42.35,1,27.6,333
CUST1767,Male,26,Mumbai,Apparel,PROD856,2656.42,4,2023-06-10,Cash on Delivery,5.87,0,6.84,453
CUST1768,Male,32,Chennai,Apparel,PROD512,2711.67,4,2023-12-08,Net Banking,57.06,0,4.59,292
CUST1769,Female,52,Delhi,Footwear,PROD252,2331.83,4,2023-04-02,Credit Card,39.53,1,40.93,62
CUST1770,Female,44,Bangalore,Home Decor,PROD706,3448.47,1,2023-02-27,Cash on Delivery,21.5,0,19.16,144
CUST1771,Female,32,Delhi,Footwear,PROD594,4881.8,3,2023-08-14,Debit Card,6.98,1,46.71,78
CUST1772,Female,18,Mumbai,Accessories,PROD339,2924.31,3,2023-07-16,Net Banking,28.23,0,24.83,95
CUST1773,Male,19,Mumbai,Accessories,PROD341,4018.73,5,2023-10-08,Credit Card,42.9,0,1.42,232
CUST1774,Male,50,Delhi,Apparel,PROD460,4557.95,2,2023-10-25,Cash on Delivery,38.54,0,5.31,442
CUST1775,Female,20,Hyderabad,Beauty,PROD288,800.96,3,2023-12-16,Credit Card,9.74,0,32.67,3
CUST1776,Male,36,Chennai,Footwear,PROD569,1056.12,5,2023-06-03,Cash on Delivery,36.69,0,36.59,78
CUST1777,Male,19,Mumbai,Accessories,PROD230,4963.96,2,2023-11-30,Credit Card,55.55,0,25.64,122
CUST1778,Female,50,Hyderabad,Home Decor,PROD151,3434.03,3,2023-11-09,Debit Card,50.72,0,47.07,215
CUST1779,Male,41,Chennai,Apparel,PROD688,2397.48,3,2023-08-13,Credit Card,55.78,0,1.85,161
CUST1780,Male,48,Delhi,Beauty,PROD509,4954.57,2,2023-06-11,Net Banking,14.09,0,44.61,475
CUST1781,Male,50,Bangalore,Apparel,PROD352,1922.33,2,2023-09-14,Credit Card,24.93,0,16.39,149
CUST1782,Male,33,Chennai,Footwear,PROD690,2962.21,5,2023-01-22,Cash on Delivery,52.69,0,45.22,348
CUST1783,Female,25,Bangalore,Apparel,PROD401,1511.56,1,2023-07-13,Net Banking,48.24,1,32.96,308
CUST1784,Male,43,Chennai,Home Decor,PROD630,1137.75,5,2023-02-06,Net Banking,58.68,1,36.05,423
CUST1785,Male,46,Bangalore,Home Decor,PROD700,4751.06,2,2023-04-27,Net Banking,53.54,0,41.07,140
CUST1786,Male,57,Delhi,Home Decor,PROD139,1510.21,5,2023-06-05,Credit Card,40.01,1,33.27,51
CUST1787,Male,45,Hyderabad,Footwear,PROD798,2204.78,3,2023-03-21,UPI,56.97,0,35.73,142
CUST1788,Female,53,Mumbai,Footwear,PROD147,4506.25,1,2023-06-19,Debit Card,33.07,1,17.06,98
CUST1789,Female,41,Bangalore,Apparel,PROD955,1644.65,2,2023-12-15,Cash on Delivery,42.47,0,23.92,42
CUST1790,Female,34,Hyderabad,Accessories,PROD299,3968.51,3,2023-05-27,Cash on Delivery,54.35,0,0.97,246
CUST1791,Male,40,Chennai,Beauty,PROD346,1420.24,2,2023-02-21,Debit Card,32.83,1,26.07,202
CUST1792,Female,35,Bangalore,Accessories,PROD859,1599.57,2,2023-08-02,UPI,31.41,0,2.78,40
CUST1793,Female,20,Mumbai,Beauty,PROD224,4321.85,3,2023-08-02,Cash on Delivery,21.7,0,23.56,459
CUST1794,Male,25,Delhi,Apparel,PROD385,3946.31,1,2023-03-18,Credit Card,54.46,0,41.39,44
CUST1795,Female,55,Hyderabad,Beauty,PROD573,1582.97,3,2023-03-09,Cash on Delivery,28.77,1,28.95,165
CUST1796,Male,23,Delhi,Beauty,PROD530,724.43,4,2023-05-24,Credit Card,57.13,1,1.04,470
CUST1797,Female,50,Bangalore,Accessories,PROD978,2731.72,1,2023-02-09,Debit Card,47.95,0,39.56,472
CUST1798,Male,52,Chennai,Beauty,PROD282,1981.6,5,2023-11-30,Debit Card,20.1,1,48.6,78
CUST1799,Female,31,Mumbai,Apparel,PROD612,1673.3,1,2023-05-17,Net Banking,41.99,1,44.65,362
CUST1800,Female,57,Hyderabad,Beauty,PROD408,2278.69,2,2023-02-02,UPI,15.12,1,2.04,462
CUST1801,Female,23,Bangalore,Beauty,PROD576,4653.05,1,2023-09-27,Credit Card,45.21,0,46.39,296
CUST1802,Female,31,Bangalore,Apparel,PROD654,3662.26,4,2023-04-05,Debit Card,50.82,1,29.14,386
CUST1803,Male,31,Hyderabad,Accessories,PROD879,4478.04,5,2023-04-24,Net Banking,54.04,1,10.44,243
CUST1804,Female,48,Hyderabad,Home Decor,PROD157,2513.72,5,2023-01-16,UPI,2.67,0,49.67,333
CUST1805,Male,59,Mumbai,Home Decor,PROD304,4158.69,3,2023-10-20,Credit Card,11.75,0,35.82,372
CUST1806,Male,57,Bangalore,Beauty,PROD701,3971.72,5,2023-12-27,UPI,54.6,1,10.97,193
CUST1807,Female,34,Bangalore,Beauty,PROD424,3426.02,1,2023-10-03,Cash on Delivery,50.78,1,46.65,327
CUST1808,Female,55,Chennai,Beauty,PROD234,4239.75,3,2023-02-24,Debit Card,26.98,0,44.48,393
CUST1809,Male,27,Chennai,Footwear,PROD137,1959.61,3,2023-10-18,Credit Card,34.48,1,36.33,485
CUST1810,Male,58,Mumbai,Accessories,PROD381,3031.44,2,2023-01-12,Credit Card,31.61,0,20.84,164
CUST1811,Male,43,Mumbai,Accessories,PROD822,4723.04,4,2023-02-24,Debit Card,2.09,0,22.65,76
CUST1812,Male,22,Bangalore,Beauty,PROD787,3669.37,1,2023-08-14,Debit Card,9.6,0,18.03,124
CUST1813,Female,32,Mumbai,Home Decor,PROD293,4920.08,4,2023-03-11,UPI,19.13,0,44.07,446
CUST1814,Female,60,Chennai,Apparel,PROD115,2741.27,5,2023-11-03,Credit Card,39.35,0,3.14,324
CUST1815,Male,34,Chennai,Apparel,PROD362,803.23,3,2023-06-02,Cash on Delivery,54.17,0,31.25,74
CUST1816,Male,49,Hyderabad,Accessories,PROD371,1896.35,4,2023-01-04,UPI,36.2,0,42.95,176
CUST1817,Female,48,Chennai,Home Decor,PROD369,962.74,3,2023-02-14,UPI,28.21,0,40.95,403
CUST1818,Male,53,Hyderabad,Home Decor,PROD113,1266.23,5,2023-04-08,UPI,37.96,0,28.75,153
CUST1819,Female,50,Bangalore,Footwear,PROD564,3434.09,4,2023-12-25,Debit Card,50.84,0,23.31,340
CUST1820,Female,55,Mumbai,Apparel,PROD178,2273.33,1,2023-05-04,Debit Card,4.67,1,21.05,351
CUST1821,Male,37,Bangalore,Accessories,PROD833,2951.77,1,2023-02-21,UPI,50.81,1,19.96,62
CUST1822,Female,33,Mumbai,Apparel,PROD993,2080.91,5,2023-09-12,Debit Card,3.59,0,18.97,4
CUST1823,Male,40,Mumbai,Beauty,PROD682,4744.11,3,2023-10-06,Net Banking,37.13,1,1.99,456
CUST1824,Male,59,Bangalore,Footwear,PROD626,4485.05,5,2023-01-15,Net Banking,2.25,1,28.25,182
CUST1825,Female,38,Delhi,Footwear,PROD852,512.69,2,2023-10-04,Credit Card,9.3,1,13.1,343
CUST1826,Male,26,Hyderabad,Beauty,PROD174,1239.65,5,2023-09-21,UPI,22.73,1,32.26,455
CUST1827,Male,34,Delhi,Home Decor,PROD666,3253.05,3,2023-03-15,Net Banking,23.27,1,34.08,120
CUST1828,Female,34,Hyderabad,Footwear,PROD162,4395.71,2,2023-12-11,UPI,41.95,0,18.35,405
CUST1829,Female,27,Bangalore,Beauty,PROD491,2809.19,4,2023-02-05,Cash on Delivery,48.07,1,12.4,236
CUST1830,Female,46,Hyderabad,Accessories,PROD460,1381.99,1,2023-11-13,Credit Card,38.23,1,48.58,169
CUST1831,Female,35,Mumbai,Footwear,PROD273,815.11,3,2023-09-21,Credit Card,53.41,0,40.04,154
CUST1832,Female,21,Delhi,Beauty,PROD346,645.01,2,2023-11-20,Debit Card,13.7,0,17.83,448
CUST1833,Female,35,Mumbai,Accessories,PROD657,998.54,3,2023-11-04,UPI,21.45,0,0.12,68
CUST1834,Male,43,Bangalore,Beauty,PROD450,3784.9,1,2023-05-14,Credit Card,32.83,1,9.31,325
CUST1835,Female,59,Mumbai,Home Decor,PROD959,4417.69,5,2023-06-14,Debit Card,16.42,0,22.97,199
CUST1836,Female,22,Hyderabad,Home Decor,PROD194,661.35,2,2023-01-08,Debit Card,23.22,0,39.71,152
CUST1837,Male,56,Hyderabad,Accessories,PROD962,722.16,3,2023-12-26,Credit Card,41.43,0,18.09,349
CUST1838,Female,41,Bangalore,Accessories,PROD315,3282.25,3,2023-02-03,Cash on Delivery,3.97,1,34.95,458
CUST1839,Female,56,Mumbai,Accessories,PROD653,3512.36,4,2023-01-06,UPI,43.11,0,34.8,169
CUST1840,Male,50,Chennai,Footwear,PROD854,4401.72,5,2023-05-09,Debit Card,53.04,1,5.35,206
CUST1841,Male,44,Mumbai,Beauty,PROD851,4928.52,1,2023-11-11,Cash on Delivery,1.51,0,44.07,358
CUST1842,Female,43,Delhi,Beauty,PROD974,2531.49,1,2023-09-04,Net Banking,42.0,0,14.27,463
CUST1843,Male,46,Mumbai,Apparel,PROD414,533.64,5,2023-05-28,Debit Card,53.69,1,10.88,104
CUST1844,Male,49,Hyderabad,Accessories,PROD751,1417.72,5,2023-08-28,Net Banking,51.74,1,45.35,252
CUST1845,Female,59,Mumbai,Beauty,PROD438,864.52,2,2023-08-29,UPI,33.56,1,14.09,384
CUST1846,Male,38,Mumbai,Accessories,PROD468,4883.81,4,2023-09-25,Credit Card,17.19,0,25.57,440
CUST1847,Female,24,Delhi,Apparel,PROD952,4174.38,1,2023-01-10,Credit Card,16.83,1,47.59,51
CUST1848,Female,31,Chennai,Home Decor,PROD863,3842.29,4,2023-12-04,Net Banking,3.82,1,9.2,231
CUST1849,Male,55,Mumbai,Beauty,PROD125,2645.08,4,2023-05-01,Net Banking,26.66,0,47.64,489
CUST1850,Female,21,Bangalore,Home Decor,PROD666,4345.13,3,2023-05-04,Net Banking,18.65,1,33.24,296
CUST1851,Female,39,Bangalore,Footwear,PROD540,4171.18,3,2023-06-24,Cash on Delivery,11.73,1,42.66,233
CUST1852,Female,29,Mumbai,Apparel,PROD507,4688.57,5,2023-03-03,Debit Card,8.23,1,31.34,446
CUST1853,Female,39,Chennai,Home Decor,PROD577,4927.15,3,2023-01-12,UPI,18.14,0,32.06,326
CUST1854,Male,52,Mumbai,Apparel,PROD717,4339.77,1,2023-01-31,Credit Card,35.93,0,14.97,49
CUST1855,Female,56,Bangalore,Accessories,PROD170,2175.3,2,2023-07-11,Cash on Delivery,38.18,0,42.32,355
CUST1856,Male,19,Chennai,Footwear,PROD196,2573.98,4,2023-09-15,Debit Card,3.85,1,24.95,320
CUST1857,Male,45,Delhi,Beauty,PROD535,4732.18,1,2023-05-13,Credit Card,13.19,0,19.51,351
CUST1858,Male,59,Hyderabad,Beauty,PROD894,950.76,5,2023-09-07,Net Banking,41.84,1,46.57,497
CUST1859,Male,51,Bangalore,Footwear,PROD977,2038.57,1,2023-09-08,Net Banking,43.2,0,48.56,90
CUST1860,Female,32,Delhi,Apparel,PROD725,4191.15,3,2023-09-30,Cash on Delivery,28.59,1,13.19,201
CUST1861,Male,34,Delhi,Apparel,PROD479,2135.21,5,2023-11-19,Net Banking,31.95,1,21.4,105
CUST1862,Male,40,Mumbai,Apparel,PROD682,3873.31,5,2023-04-15,Net Banking,30.0,0,17.08,115
CUST1863,Male,22,Hyderabad,Apparel,PROD968,2223.97,2,2023-08-02,UPI,33.4,0,2.88,169
CUST1864,Female,22,Delhi,Apparel,PROD818,1037.33,3,2023-01-01,Net Banking,8.94,1,27.28,118
CUST1865,Female,28,Hyderabad,Apparel,PROD826,1102.08,2,2023-11-15,Net Banking,3.33,0,24.74,159
CUST1866,Male,35,Mumbai,Home Decor,PROD764,2919.8,3,2023-05-08,UPI,8.46,1,33.79,218
CUST1867,Female,22,Hyderabad,Accessories,PROD415,1837.44,3,2023-05-18,Debit Card,28.92,0,44.82,224
CUST1868,Female,36,Bangalore,Accessories,PROD735,601.4,4,2023-07-30,UPI,7.93,0,33.17,328
CUST1869,Female,40,Delhi,Footwear,PROD809,1943.57,3,2023-08-19,Debit Card,6.6,1,8.02,144
CUST1870,Male,40,Chennai,Accessories,PROD631,4834.23,3,2023-06-05,Credit Card,21.55,1,18.56,155
CUST1871,Female,36,Delhi,Home Decor,PROD112,3802.23,3,2023-03-15,UPI,10.51,1,30.93,457
CUST1872,Female,26,Delhi,Home Decor,PROD542,4537.56,2,2023-11-17,Net Banking,44.24,1,41.26,226
CUST1873,Male,30,Delhi,Footwear,PROD619,3242.99,1,2023-10-11,Debit Card,38.72,0,30.38,165
CUST1874,Male,60,Bangalore,Beauty,PROD638,4433.02,2,2023-08-23,Net Banking,46.74,1,42.75,337
CUST1875,Male,22,Bangalore,Accessories,PROD360,2087.48,5,2023-12-08,Net Banking,12.97,1,23.92,417
CUST1876,Male,56,Bangalore,Footwear,PROD567,1048.57,5,2023-10-06,Debit Card,38.8,1,9.26,374
CUST1877,Male,53,Delhi,Accessories,PROD930,4798.24,2,2023-08-01,Credit Card,37.79,1,2.95,457
CUST1878,Female,29,Chennai,Home Decor,PROD870,3485.35,4,2023-08-06,Debit Card,12.09,1,44.54,450
CUST1879,Male,28,Delhi,Beauty,PROD448,3490.71,4,2023-04-08,Net Banking,9.62,0,9.55,245
CUST1880,Male,44,Hyderabad,Accessories,PROD694,3875.28,2,2023-01-12,Cash on Delivery,12.61,1,37.42,142
CUST1881,Male,52,Delhi,Footwear,PROD415,3604.26,5,2023-11-04,Credit Card,18.29,0,17.89,169
CUST1882,Female,32,Mumbai,Footwear,PROD234,1538.44,1,2023-08-13,Net Banking,39.9,0,22.69,334
CUST1883,Female,29,Bangalore,Beauty,PROD685,3047.15,3,2023-05-10,Net Banking,16.65,0,31.57,321
CUST1884,Female,44,Bangalore,Beauty,PROD563,1557.59,4,2023-05-02,UPI,24.13,1,9.21,393
CUST1885,Male,52,Bangalore,Home Decor,PROD893,4225.29,2,2023-04-09,Debit Card,57.34,1,14.0,200
CUST1886,Female,29,Mumbai,Home Decor,PROD335,3659.61,3,2023-06-19,Cash on Delivery,45.14,0,28.7,48
CUST1887,Male,18,Mumbai,Home Decor,PROD606,3529.73,4,2023-05-12,Cash on Delivery,59.07,0,29.39,107
CUST1888,Male,25,Chennai,Apparel,PROD914,2074.18,2,2023-10-09,Net Banking,30.53,1,49.68,221
CUST1889,Female,22,Chennai,Apparel,PROD720,3791.53,4,2023-08-13,Net Banking,7.38,0,40.5,46
CUST1890,Male,58,Mumbai,Footwear,PROD190,4845.53,1,2023-01-04,UPI,9.12,0,16.57,300
CUST1891,Female,35,Mumbai,Accessories,PROD360,1960.94,4,2023-06-23,UPI,50.27,1,40.93,113
CUST1892,Female,46,Delhi,Home Decor,PROD416,3978.4,2,2023-06-04,Credit Card,7.51,1,30.34,334
CUST1893,Female,34,Chennai,Home Decor,PROD118,4377.32,1,2023-06-01,Cash on Delivery,34.42,1,31.32,438
CUST1894,Female,34,Delhi,Apparel,PROD503,3517.88,1,2023-02-04,UPI,27.38,1,26.84,141
CUST1895,Female,34,Chennai,Accessories,PROD804,2618.8,3,2023-09-14,Net Banking,51.85,1,6.22,112
CUST1896,Female,55,Mumbai,Accessories,PROD943,2962.65,4,2023-08-15,Credit Card,25.37,1,10.21,437
